time_days,S,E,I,R,D,S_norm,E_norm,I_norm,R_norm,new_cases,total_cases,population
19,59999209.338106,363.7085918062042,293.6715632638112,133.28173892542978,0.0,0.9999868223017666,6.061809863436737e-06,4.894526054396854e-06,2.2213623154238297e-06,33.06097613987373,427.5376590269028,60000000.0
20,59999157.451626986,401.0090614690255,299.4298455939249,142.10946595849524,0.0,0.9999859575271164,6.6834843578170915e-06,4.9904974265654145e-06,2.3684910993082538e-06,14.586009363179187,442.123668390082,60000000.0
21,59998894.12024156,518.5234293319089,388.16362045620906,199.1927086476854,0.0,0.9999815686706927,8.642057155531816e-06,6.469393674270151e-06,3.3198784774614232e-06,145.81701755147435,587.9406859415564,60000000.0
22,59998746.40038328,617.9156566152318,415.6620637544057,220.02189634924156,0.0,0.9999791066730547,1.0298594276920529e-05,6.927701062573429e-06,3.6670316058206927e-06,48.32763099975273,636.2683169413091,60000000.0
23,59998371.377032846,786.2222262402203,576.9632260897071,265.43751482076897,0.0,0.9999728562838808,1.3103703770670338e-05,9.616053768161785e-06,4.42395858034615e-06,206.71678080682887,842.985097748138,60000000.0
24,59998251.72907443,783.069368601372,641.895864968261,323.30569199777426,0.0,0.9999708621512405,1.30511561433562e-05,1.0698264416137684e-05,5.388428199962904e-06,122.80081605555915,965.7859138036971,60000000.0
25,59997976.46965521,914.5600911425166,767.0049899038609,341.9652637416061,0.0,0.9999662744942535,1.524266818570861e-05,1.2783416498397682e-05,5.699421062360102e-06,143.76869667943174,1109.5546104831287,60000000.0
26,59997391.54767594,1238.5509478620158,974.3302830268578,395.5710931692345,0.0,0.9999565257945989,2.0642515797700263e-05,1.623883805044763e-05,6.592851552820575e-06,260.93112255062533,1370.485733033754,60000000.0
27,59997048.21037776,1351.2115804009875,1143.211298721246,457.36674310916584,0.0,0.999950803506296,2.2520193006683126e-05,1.90535216453541e-05,7.62277905181943e-06,230.67666563431953,1601.1623986680736,60000000.0
28,59996427.99025553,1673.9134962107526,1356.2280647057828,541.8681835527112,0.0,0.9999404665042588,2.789855827017921e-05,2.2603801078429713e-05,9.031136392545187e-06,297.5182064280823,1898.680605096156,60000000.0
29,59995598.046179175,2259.3992858239258,1459.6705592385592,682.8839757675223,0.0,0.9999266341029862,3.76566547637321e-05,2.4327842653975988e-05,1.1381399596125373e-05,244.4582867475874,2143.1388918437433,60000000.0
30,59995110.26933894,2334.8143486104827,1720.095833218861,834.8204792341087,0.0,0.9999185044889823,3.891357247684138e-05,2.8668263886981013e-05,1.3913674653901811e-05,412.361777446888,2555.5006692906313,60000000.0
31,59994609.012323126,2511.529669719845,1931.9413330192451,947.5166741425846,0.0,0.9999101502053854,4.185882782866408e-05,3.219902221698742e-05,1.5791944569043077e-05,324.5416947088602,2880.0423639994915,60000000.0
32,59993371.48334354,3210.7330717562227,2270.9048994944396,1146.8786852141272,0.0,0.9998895247223923,5.351221786260371e-05,3.7848414991574e-05,1.9114644753568786e-05,538.3255775467373,3418.367941546229,60000000.0
33,59991369.67335142,3937.6583404448197,3302.6744396684035,1389.9938684528488,0.0,0.9998561612225237,6.562763900741366e-05,5.504457399447339e-05,2.3166564474214148e-05,1274.8847234126852,4693.2526649589145,60000000.0
34,59990963.92001933,4026.9413908301794,3437.631660305402,1571.5069295361752,0.0,0.9998493986669889,6.711568984716966e-05,5.7293861005090035e-05,2.6191782158936252e-05,316.47028172032515,5009.72294667924,60000000.0
35,59988545.080602735,5553.323255416381,4145.456587771349,1756.1395540849326,0.0,0.9998090846767123,9.255538759027301e-05,6.90909431295225e-05,2.926899256808221e-05,892.4575520147046,5902.180498693944,60000000.0
36,59987918.49393189,5637.065558960493,4253.908119342078,2190.5323898162064,0.0,0.9997986415655314,9.395109264934155e-05,7.08984686557013e-05,3.650887316360344e-05,542.8443673020029,6445.024865995947,60000000.0
37,59982811.52764942,7654.473403473329,6562.270182759135,2971.728764359758,0.0,0.9997135254608236,0.0001275745567245555,0.00010937116971265226,4.95288127393293e-05,3089.558437960608,9534.583303956555,60000000.0
38,59981403.29026314,8612.44863124806,6963.538833943687,3020.722271664538,0.0,0.999690054837719,0.000143540810520801,0.00011605898056572811,5.0345371194408964e-05,450.26215848933134,9984.845462445886,60000000.0
39,59978467.15124138,9662.98274379691,8108.785650655441,3761.080364168283,0.0,0.9996411191873563,0.00016104971239661516,0.000135146427510924,6.268467273613805e-05,1885.604909215499,11870.450371661385,60000000.0
40,59975439.802164465,12332.22126059263,8071.460880440603,4156.515694503547,0.0,0.9995906633694077,0.00020553702100987718,0.0001345243480073434,6.927526157505912e-05,358.1105601204272,12228.560931781813,60000000.0
41,59972679.14082577,12150.487282137421,10316.037502692972,4854.334389398671,0.0,0.9995446523470962,0.00020250812136895702,0.0001719339583782162,8.090557315664453e-05,2942.395317147493,15170.956248929306,60000000.0
42,59964573.049452774,16581.916950813018,12725.684545780956,6119.349050632793,0.0,0.9994095508242129,0.0002763652825135503,0.0002120947424296826,0.00010198915084387987,3674.661704322105,18845.61795325141,60000000.0
43,59959409.38977709,17545.21088290651,15180.82802779143,7864.57131221637,0.0,0.9993234898296182,0.0002924201813817752,0.0002530138004631905,0.0001310761885369395,4200.365743594051,23045.983696845462,60000000.0
44,59949122.447298124,23369.364801761614,18567.913427692158,8940.274472418272,0.0,0.9991520407883021,0.00038948941336269355,0.0003094652237948693,0.00014900457454030454,4462.788560102632,27508.772256948094,60000000.0
45,59939059.51912141,28588.2932449716,22189.178243060887,10163.009390572162,0.0,0.9989843253186902,0.00047647155408286,0.0003698196373843481,0.00016938348984286937,4843.999733522618,32352.771990470712,60000000.0
46,59933230.17211621,31649.474800876444,23705.097024232142,11415.256058672976,0.0,0.9988871695352702,0.0005274912466812741,0.000395084950403869,0.0001902542676445496,2768.1654492720663,35120.937439742775,60000000.0
47,59927883.791377544,32661.651662392153,27209.87475093904,12244.682209119495,0.0,0.9987980631896257,0.0005443608610398692,0.0004534979125156507,0.00020407803681865826,4334.203877153421,39455.141316896195,60000000.0
48,59909471.24788361,40622.13645520189,33648.53350872448,16258.08215246435,0.0,0.9984911874647269,0.0006770356075866982,0.0005608088918120747,0.00027096803587440583,10452.058701130292,49907.20001802649,60000000.0
49,59877953.05840033,57277.46743572993,45116.92382551056,19652.55033842512,0.0,0.9979658843066722,0.0009546244572621655,0.000751948730425176,0.0003275425056404187,14862.85850274685,64770.05852077334,60000000.0
50,59873506.66554529,56476.22114477418,48207.059048286,21810.054261646055,0.0,0.9978917777590882,0.000941270352412903,0.0008034509841380999,0.0003635009043607676,5247.639145996378,70017.69766676972,60000000.0
51,59848035.23363999,72372.6221028563,53671.92685711979,25920.217400034402,0.0,0.9974672538939999,0.0012062103683809383,0.0008945321142853299,0.0004320036233339067,9575.030947222142,79592.72861399186,60000000.0
52,59818745.63326823,85865.36725729746,62841.24427579087,32547.755198688577,0.0,0.9969790938878038,0.001431089454288291,0.0010473540712631812,0.0005424625866448096,15796.855217325254,95389.58383131711,60000000.0
53,59792640.47683813,91589.44141620447,80040.24687472255,35729.83487094401,0.0,0.9965440079473021,0.0015264906902700745,0.0013340041145787091,0.0005954972478490669,20381.082271187115,115770.66610250423,60000000.0
54,59747864.234647766,121061.02935310133,88358.49630998731,42716.239689142465,0.0,0.9957977372441295,0.002017683822551689,0.0014726416051664552,0.0007119373281523745,15304.654253463203,131075.32035596744,60000000.0
55,59720382.108343154,133600.7422118569,99118.64637987842,46898.503065117824,0.0,0.9953397018057193,0.0022266790368642817,0.0016519774396646404,0.0007816417177519638,14942.413445866492,146017.73380183394,60000000.0
56,59646311.21286678,149741.0029661048,142819.44925956233,61128.33490755601,0.0,0.994105186881113,0.0024956833827684136,0.002380324154326039,0.0010188055817926002,57930.63472212208,203948.368523956,60000000.0
57,59586726.48979387,192772.69829609795,152887.42049062005,67613.39141941638,0.0,0.9931121081632311,0.003212878304934966,0.0025481236748436673,0.001126889856990273,16553.027742918086,220501.3962668741,60000000.0
58,59526172.66047776,210688.4658489047,183753.3266863784,79385.5469869669,0.0,0.9921028776746292,0.0035114744308150786,0.003062555444772973,0.0013230924497827817,42638.061763308884,263139.458030183,60000000.0
59,59447295.91500603,259312.60923778228,198861.892204634,94529.58355156545,0.0,0.9907882652501004,0.0043218768206297045,0.0033143648700772336,0.0015754930591927575,30252.602082854137,293392.0601130371,60000000.0
60,59299756.773424,301872.27422567765,276508.0696328168,121862.88271750789,0.0,0.9883292795570666,0.005031204570427961,0.004608467827213613,0.0020310480452917982,104979.47659412527,398371.5367071624,60000000.0
61,59191114.56345458,362356.6453212037,316453.8456426696,130074.94558153846,0.0,0.9865185760575764,0.006039277422020061,0.00527423076071116,0.0021679157596923076,48157.83887388336,446529.37558104575,60000000.0
62,59009178.26153942,460571.3252473175,354522.412383196,175728.00083006817,0.0,0.9834863043589903,0.007676188754121958,0.0059087068730532665,0.0029288000138344692,83721.62198905612,530250.9975701019,60000000.0
63,58789407.02465644,553094.9774072305,444809.8433404603,212688.15459587198,0.0,0.9798234504109407,0.009218249623453842,0.007413497389007672,0.0035448025765978664,127247.58472306817,657498.58229317,60000000.0
64,58785165.72411631,530702.1219716364,467047.6586080268,217084.49530402725,0.0,0.9797527620686052,0.00884503536619394,0.007784127643467113,0.0036180749217337876,26634.15597572166,684132.7382688917,60000000.0
65,58543949.015968435,635074.8684108733,554003.7361490628,266972.3794716223,0.0,0.975732483599474,0.010584581140181222,0.009233395602484379,0.004449539657860372,136843.96170863102,820976.6999775227,60000000.0
66,58289014.56786027,792936.0386331654,621914.7855342794,296134.6079722932,0.0,0.9714835761310044,0.01321560064388609,0.010365246425571325,0.00493557679953822,97073.27788588754,918049.9778634103,60000000.0
67,58047714.685756996,874837.7722990089,754404.103063736,323043.4388802601,0.0,0.9674619114292833,0.014580629538316816,0.012573401717728933,0.005384057314671001,159398.14843742363,1077448.126300834,60000000.0
68,57507675.92242913,1185090.4736088235,927422.2155900195,379811.38837201975,0.0,0.9584612653738188,0.019751507893480392,0.015457036926500325,0.0063301898062003295,229786.0620180429,1307234.1883188768,60000000.0
69,57086910.24093673,1366847.2718698164,991719.5841627489,554522.9030307073,0.0,0.9514485040156121,0.02278078786449694,0.016528659736045816,0.009242048383845122,239008.88323141704,1546243.0715502938,60000000.0
70,56856701.856084526,1399715.5354969495,1145313.4295106046,598269.1789079143,0.0,0.9476116976014087,0.02332859225828249,0.019088557158510076,0.009971152981798572,197340.12122506276,1743583.1927753566,60000000.0
71,56417488.81538065,1725903.364814973,1213253.0788697186,643354.7409346608,0.0,0.9402914802563441,0.02876505608024955,0.020220884647828643,0.01072257901557768,113025.21138586034,1856608.404161217,60000000.0
72,55242323.543567955,2269825.411111139,1666550.3950079565,821300.6503129457,0.0,0.9207053923927992,0.03783042351851899,0.027775839916799275,0.013688344171882428,631243.2255165228,2487851.62967774,60000000.0
73,54918007.66099506,2337310.5871864986,1907513.2504924822,837168.5013259596,0.0,0.915300127683251,0.03895517645310831,0.031791887508208036,0.01395280835543266,256830.70649753977,2744682.3361752797,60000000.0
74,52891290.6075902,2886950.549171395,2803940.741320628,1417818.1019177772,0.0,0.8815215101265033,0.04811584248618992,0.04673234568867714,0.02363030169862962,1477077.091419964,4221759.427595244,60000000.0
75,53119497.670274474,3005084.300477426,2602935.937188822,1272482.0920592754,0.0,0.8853249611712413,0.05008473834129044,0.0433822656198137,0.02120803486765459,0.0,4221759.427595244,60000000.0
76,51293233.3172081,3852094.041098938,3332680.009060825,1521992.6326321398,0.0,0.8548872219534682,0.06420156735164896,0.05554466681768042,0.02536654387720233,979254.6124448683,5201014.040040112,60000000.0
77,50558871.562929444,4124598.395466088,3426667.715584227,1889862.326020242,0.0,0.8426478593821574,0.06874330659110146,0.05711112859307045,0.0314977054336707,461857.3999115033,5662871.439951615,60000000.0
78,49151832.151572384,4889818.383576163,3818847.657695216,2139501.807156235,0.0,0.8191972025262064,0.08149697305960271,0.06364746096158694,0.03565836345260392,641819.4232469825,6304690.863198598,60000000.0
79,46063749.2905937,6090866.555161298,5183781.676051654,2661602.4781933436,0.0,0.7677291548432283,0.10151444258602164,0.08639636126752756,0.044360041303222394,1887034.6893935464,8191725.552592144,60000000.0
80,45632394.715828955,5909293.176817118,5701147.599281199,2757164.5080727227,0.0,0.7605399119304825,0.09848821961361863,0.09501912665468666,0.045952741801212046,612927.9531089244,8804653.505701069,60000000.0
81,43735355.43452052,6731921.635876138,6213087.024244304,3319635.9053590246,0.0,0.728922590575342,0.11219869393126897,0.10355145040407172,0.055327265089317075,1074410.822249407,9879064.327950476,60000000.0
82,43427572.39278889,6221970.120895567,6283705.3517885115,4066752.134527041,0.0,0.7237928732131481,0.10369950201492613,0.10472842252980852,0.06777920224211735,817734.5567122232,10696798.884662699,60000000.0
83,38858218.73457289,8107944.840760855,8248860.868664317,4784975.556001945,0.0,0.6476369789095481,0.13513241401268092,0.1374810144777386,0.07974959260003242,2683378.938350711,13380177.82301341,60000000.0
84,36255790.90027614,9306807.801654117,8807220.468270442,5630180.829799308,0.0,0.604263181671269,0.15511346336090195,0.14678700780450735,0.0938363471633218,1403564.8734034859,14783742.696416896,60000000.0
85,33957613.8848624,9468366.543886662,10795020.142193465,5778999.42905747,0.0,0.5659602314143733,0.15780610906477768,0.17991700236989108,0.09631665715095783,2136618.273181185,16920360.96959808,60000000.0
86,31726043.604947403,11029566.710065002,11159125.52635314,6085264.158634459,0.0,0.52876739341579,0.1838261118344167,0.185985425439219,0.1014210693105743,670370.113736663,17590731.083334744,60000000.0
87,29696505.265428714,10542589.983934768,12131913.947912674,7628990.802723848,0.0,0.4949417544238119,0.17570983306557947,0.20219856579854456,0.12714984671206414,2516515.0656489246,20107246.14898367,60000000.0
88,25914643.524938084,11662246.3128267,13648542.86759341,8774567.294641804,0.0,0.43191072541563474,0.19437077188044502,0.22747571445989015,0.14624278824403006,2662205.4115986936,22769451.560582362,60000000.0
89,23837990.851313625,12036846.033414671,14001796.21914783,10123366.896123875,0.0,0.39729984752189373,0.20061410055691117,0.23336327031913048,0.16872278160206458,1702052.953036487,24471504.51361885,60000000.0
90,20936513.678150676,13149592.670288203,15979125.371508153,9934768.28005296,0.0,0.34894189463584463,0.21915987783813673,0.26631875619180256,0.165579471334216,1788730.5362894088,26260235.049908258,60000000.0
91,18747867.11770073,11130524.46436369,17430930.668529622,12690677.74940596,0.0,0.3124644519616788,0.18550874107272816,0.2905155111421604,0.21151129582343267,4207714.766374469,30467949.816282727,60000000.0
92,15782319.809293574,13157108.937692165,17483255.89579736,13577315.357216898,0.0,0.26303866348822624,0.21928514896153609,0.29138759826328936,0.2262885892869483,938962.835078679,31406912.651361406,60000000.0
93,13810257.329157053,12040954.76602345,19529898.760867435,14618889.143952055,0.0,0.23017095548595087,0.20068257943372417,0.32549831268112395,0.2436481523992009,3088216.6518052295,34495129.303166635,60000000.0
94,12331035.964652823,11492706.052650344,20005214.88949066,16171043.093206178,0.0,0.20551726607754706,0.19154510087750573,0.33342024815817767,0.26951738488676963,2027470.0778773502,36522599.381043985,60000000.0
95,10134539.424338277,11975242.418982733,20600367.245126717,17289850.911552276,0.0,0.16890899040563795,0.1995873736497122,0.3433394540854453,0.2881641818592046,1713960.1739821509,38236559.55502614,60000000.0
96,8918315.478996085,10512480.321141656,20511451.93911093,20057752.260751326,0.0,0.14863859131660143,0.17520800535236095,0.3418575323185155,0.3342958710125221,2678986.043183267,40915545.5982094,60000000.0
97,7876692.688141462,9813216.424275517,20600075.76848492,21710015.119098097,0.0,0.13127821146902438,0.16355360707125863,0.3433345961414153,0.3618335853183016,1740886.6877207607,42656432.285930164,60000000.0
98,6717271.061666869,9560250.174259346,21608799.93379449,22113678.830279298,0.0,0.11195451769444781,0.15933750290432244,0.36014666556324154,0.3685613138379883,1412387.8764907718,44068820.162420936,60000000.0
99,5754396.955471321,8763083.6322603,21326561.400776044,24155958.011492334,0.0,0.09590661592452202,0.146051393871005,0.35544269001293405,0.4025993001915389,1760040.6481945887,45828860.810615525,60000000.0
100,4269673.579807288,7607813.952286225,22991376.34906449,25131136.118841995,0.0,0.07116122633012147,0.1267968992047704,0.38318960581774153,0.4188522686473666,2639993.055638112,48468853.86625364,60000000.0
101,3764510.831311467,6958416.905015538,20376878.4024788,28900193.861194197,0.0,0.06274184718852445,0.1159736150835923,0.3396146400413133,0.4816698976865699,1154559.7957665026,49623413.66202014,60000000.0
102,3400648.4898090456,6899296.0517266765,20347899.913735304,29352155.544728976,0.0,0.05667747483015076,0.11498826752877794,0.33913166522892174,0.4892025924121496,422983.1947912872,50046396.85681143,60000000.0
103,2939538.604013868,5550204.798471455,21556236.974265292,29954019.623249386,0.0,0.048992310066897804,0.0925034133078576,0.35927061623775486,0.4992336603874898,1810201.1390503943,51856597.99586182,60000000.0
104,2498997.2919126186,5583555.844146925,19772769.07081543,32144677.79312503,0.0,0.04164995486521031,0.09305926406911541,0.32954615118025715,0.5357446298854172,407190.2664257884,52263788.26228761,60000000.0
105,2259490.4708932643,4113323.736812974,19424637.875084735,34202547.91720903,0.0,0.03765817451488774,0.06855539561354956,0.3237439645847456,0.5700424652868171,1709738.9283533022,53973527.19064091,60000000.0
106,2214913.0170208854,4212163.653553444,20609420.059654627,32963503.269771043,0.0,0.03691521695034809,0.07020272755922406,0.34349033432757714,0.5493917211628507,0.0,53973527.19064091,60000000.0
107,1640178.8777851418,3546201.872735138,18410267.238488708,36403352.01099101,0.0,0.027336314629752362,0.05910336454558563,0.30683778730814515,0.6067225335165168,1240695.9200540408,55214223.11069495,60000000.0
108,1480861.1193323722,3147367.729321057,16998425.360189527,38373345.79115704,0.0,0.02468101865553954,0.05245612882201762,0.2833070893364921,0.6395557631859506,558151.9018668532,55772375.012561806,60000000.0
109,1248830.8852221004,2562775.6026031873,15782640.526664222,40405752.98551049,0.0,0.020813848087035007,0.04271292671005312,0.26304400877773704,0.6734292164251748,816622.3608281463,56588997.37338995,60000000.0
110,963065.1220872997,2194158.0612133346,14660919.691267243,42181857.12543212,0.0,0.01605108536812166,0.036569301020222246,0.24434866152112072,0.7030309520905353,654383.3045246527,57243380.677914605,60000000.0
111,992601.8419457946,1975427.8541553463,13103357.831084829,43928612.47281403,0.0,0.01654336403242991,0.03292379756925577,0.21838929718474714,0.7321435412135672,189193.48719949275,57432574.1651141,60000000.0
112,928906.5841603772,1780455.7121361904,13506731.325509796,43783906.37819364,0.0,0.015481776402672953,0.029674261868936506,0.2251121887584966,0.729731772969894,258667.39980457723,57691241.564918675,60000000.0
113,932197.6090104488,1654835.626101937,14706206.146353466,42706760.61853415,0.0,0.015536626816840813,0.027580593768365615,0.24510343577255778,0.7117793436422358,122329.06118418276,57813570.62610286,60000000.0
114,653363.6427086489,1232089.048608235,12354164.997387374,45760382.31129575,0.0,0.010889394045144149,0.02053481747680392,0.20590274995645624,0.7626730385215958,701580.5437955037,58515151.16989836,60000000.0
115,680797.9648591783,1132859.0445658069,11872376.06704331,46313966.92353171,0.0,0.011346632747652971,0.01888098407609678,0.19787293445072182,0.7718994487255285,71795.68189190328,58586946.851790264,60000000.0
116,608881.513317252,1057484.8655903107,11573568.407698914,46760065.21339352,0.0,0.010148025221954201,0.01762474775983851,0.1928928067949819,0.7793344202232253,147290.63051740825,58734237.48230767,60000000.0
117,531631.8121182098,897183.5088772669,10811101.554045312,47760083.12495921,0.0,0.008860530201970163,0.014953058481287782,0.1801850259007552,0.7960013854159868,237551.05791208893,58971788.54021976,60000000.0
118,534576.4697910713,772991.0272355954,11177826.973245896,47514605.52972744,0.0,0.008909607829851188,0.012883183787259923,0.18629711622076495,0.7919100921621239,121247.82396881282,59093036.364188574,60000000.0
119,503025.96687509003,686368.4332040469,9905348.980741806,48905256.619179055,0.0,0.008383766114584834,0.011439473886734115,0.1650891496790301,0.8150876103196509,118173.09694752842,59211209.4611361,60000000.0
120,484414.62829381647,570508.404226576,8999000.988983806,49946075.97849581,0.0,0.008073577138230275,0.009508473403776266,0.14998334981639677,0.8324345996415968,134471.36755875498,59345680.82869486,60000000.0
121,419440.29727245145,505735.0057095196,8126776.940129751,50948047.756888285,0.0,0.006990671621207524,0.008428916761825327,0.13544628233549585,0.8491341292814715,129747.72953841835,59475428.558233276,60000000.0
122,434197.6685824553,460448.53973063047,7206653.344433963,51898700.44725295,0.0,0.007236627809707588,0.007674142328843841,0.12011088907389939,0.8649783407875492,30529.094668880105,59505957.652902156,60000000.0
123,360874.2501956727,402962.4846518055,7493789.156992745,51742374.10815977,0.0,0.006014570836594545,0.006716041410863425,0.12489648594987908,0.8623729018026629,130809.47346559912,59636767.126367755,60000000.0
124,384001.73020511825,344917.05302414676,6761854.750434758,52509226.466335975,0.0,0.006400028836751971,0.005748617550402446,0.11269757917391264,0.8751537744389329,34917.95161821693,59671685.07798597,60000000.0
125,380963.380026126,292912.8233758487,5896766.825371181,53429356.97122685,0.0,0.0063493896671021,0.004881880389597478,0.09827944708951968,0.8904892828537808,55042.579827301204,59726727.65781327,60000000.0
126,315628.76280595706,273982.6390898849,5808585.71512094,53601802.88298322,0.0,0.005260479380099284,0.004566377318164748,0.09680976191868232,0.8933633813830537,84264.80150613189,59810992.459319405,60000000.0
127,286746.3528716856,202711.90411724456,4915572.842187843,54594968.90082323,0.0,0.00477910588119476,0.0033785317352874092,0.08192621403646405,0.9099161483470538,100153.14490690827,59911145.60422631,60000000.0
128,341175.43762200035,224995.39997161564,6293852.364099863,53139976.798306525,0.0,0.005686257293700005,0.0037499233328602607,0.10489753940166438,0.8856662799717754,0.0,59911145.60422631,60000000.0
129,268600.81756808015,160153.0964121466,4760491.346012445,54810754.74000733,0.0,0.0044766802928013355,0.002669218273535777,0.07934152243354076,0.9135125790001222,137416.92361339182,60048562.527839705,60000000.0
130,244644.21931219535,140051.24282859868,4233338.410712677,55381966.12714653,0.0,0.004077403655203256,0.0023341873804766447,0.07055564017854461,0.9230327687857754,44058.45183942467,60092620.97967913,60000000.0
131,299349.09599143936,152656.2442650539,4923898.886709701,54624095.77303381,0.0,0.0049891515998573225,0.002544270737750898,0.0820649814451617,0.9104015962172302,0.0,60092620.97967913,60000000.0
132,253285.963849484,122675.55428996423,3961271.4574389984,55662767.02442156,0.0,0.004221432730824733,0.002044592571499404,0.06602119095731664,0.9277127837403593,76043.82211703807,60168664.80179617,60000000.0
133,267309.49092662,108632.61792081276,3529951.050908695,56094106.84024387,0.0,0.004455158182110334,0.001810543632013546,0.058832517515144914,0.9349017806707312,19.4092920050025,60168684.21108817,60000000.0
134,253573.17653674638,102711.48936471912,3860797.9520405927,55782917.38205794,0.0,0.004226219608945773,0.001711858156078652,0.06434663253400988,0.9297152897009657,19657.442945972085,60188341.654034145,60000000.0
135,271702.0644328296,83089.74109124362,3332785.9839119604,56312422.21056397,0.0,0.00452836774054716,0.0013848290181873936,0.05554643306519934,0.9385403701760662,1492.8603774011135,60189834.51441155,60000000.0
136,241932.8625507643,77778.65310413961,2924039.8291934817,56756248.65515161,0.0,0.004032214375846071,0.0012963108850689935,0.0487339971532247,0.9459374775858602,35080.28986915946,60224914.804280706,60000000.0
137,211677.26148315205,57428.11044030664,2479368.556037994,57251526.072038546,0.0,0.003527954358052534,0.0009571351740051107,0.0413228092672999,0.9541921012006425,50606.143731445074,60275520.94801215,60000000.0
138,227921.3206065958,54792.98385285482,2310850.4369391236,57406435.25860142,0.0,0.0037986886767765967,0.0009132163975475804,0.038514173948985396,0.9567739209766903,0.0,60275520.94801215,60000000.0
139,198970.4885809725,47106.840120632274,2062067.7877639548,57691854.88353445,0.0,0.0033161748096828753,0.000785114002010538,0.03436779646273258,0.9615309147255741,36636.97575785965,60312157.92377001,60000000.0
140,215205.49481076928,43459.66171707877,2199461.42251247,57541873.42095968,0.0,0.0035867582468461544,0.0007243276952846462,0.03665769037520783,0.9590312236826614,0.0,60312157.92377001,60000000.0
